Actor 1,Rating_Actor1,Actor 2,Rating_Actor2,Director,Rating_Director
,,,,Nikhil Mahajan,7.3
,,,,Nikhil Mahar,9.3
,,,,Nikhil Pherwani,7.2
,,,,Nikhil Saini,5.7
,,,,Nikkhil Advani,5.8100000000000005
,,,,Nila Madhab Panda,7.2
,,,,Nilay Dave,7.6
,,,,Niren Lahiri,7.3
,,,,Nishil Sheth,6.8
,,,,Nishtha Jain,7.5
,,,,Nitin Bose,6.7
,,,,Nitin Chandra,6.7
,,,,Nitin Gupta,7.6
,,,,Nitin Kakkar,7.140000000000001
,,,,Nitin Manmohan,4.4
,,,,Nitin Raghunath,6.7
,,,,Nitya Mehra,5.3
,,,,Nivedita Basu,6.2
,,,,Nupur Asthana,6.2
,,,,Nusrat Sayyed,3.4
,,,,O.P. Goyle,5.8
,,,,Om Raut,7.6
,,,,Om Sai Prakash,5.6
,,,,Omung Kumar,5.625
,,,,Onir,6.3
,,,,Ovais Khan,4.4
,,,,P. Chandrakumar,4.9
,,,,P. Chandrasekhar,3.8
,,,,P. Madhavan,6.25
,,,,P. Pullaiah,8.5
,,,,P. Sambasiva Rao,7.4
,,,,P. Satya,6.4
,,,,P. Vasu,4.7
,,,,P.A. Arun Prasad,5.75
,,,,P.C. Barua,6.933333333333334
,,,,P.D. Shenoy,7.2
,,,,P.P. Ghosh,5.1
,,,,Pa. Ranjith,6.45
,,,,Pablo César,4.2
,,,,Pachhi,6.4
,,,,Padam Kumar,4.3
,,,,Padmakumar Narasimhamurthy,8.1
,,,,Pamela Rooks,6.7
,,,,Pammi Somal,5.15
,,,,Pan Nalin,7.225
,,,,Pankaj Advani,5.2
,,,,Pankaj Johar,7.9
,,,,Pankaj Kumar,7.2
,,,,Pankaj Parashar,5.83
,,,,Pankaj Saraswat,5.6
,,,,Pankaz Singh Tanwar,4.5
,,,,Panna Hossain,3.0
,,,,Pappu Palviendra,5.3
,,,,Pappu Verma,5.5
,,,,Param Gill,5.6
,,,,Parasuram,4.8
,,,,Pardeep Raja,4.7
,,,,Paresh Kamdar,5.9
,,,,Paresh Naik,5.5
,,,,Paresh Vinodray Savani,7.066666666666666
,,,,Paritosh Painter,4.2
,,,,Parmeet Sethi,6.0
,,,,Partho Mitra,5.2
,,,,Partho Sen-Gupta,6.2
,,,,Parvati Balagopalan,5.8
,,,,Parvati Menon,8.5
,,,,Parvinder Singh Wraich,8.7
,,,,Pasanta Bal,5.3
,,,,Pattanna,5.7
,,,,Pavan Kaul,5.0
,,,,Pavan Kumar,5.7
,,,,Pavithran,5.1
,,,,Pawan Kripalani,5.566666666666667
,,,,Pawan Kumar,5.0
,,,,Pawan k Shrivastava,6.6
,,,,Perarasu,2.8
,,,,Phani Majumdar,6.833333333333333
,,,,Pia Sukanya,4.5
,,,,Pinaki Bhushan Mukherji,6.1
,,,,Pinaki Chaudhuri,5.3
,,,,Piyush Bose,8.2
,,,,Piyush Dinker Pandya,6.6
,,,,Piyush Jha,6.4
,,,,Piyush Sharma,8.1
,,,,Pon Kumaran,7.2
,,,,Prabhakar Meena Bhaskar Pant,6.2
,,,,Prabhakar Shukla,5.8
,,,,Prabhat Khanna,4.2
,,,,Prabhat Kumar,8.2
,,,,Prabhat Roy,7.1
,,,,Prabhat Sachdeva,8.1
,,,,Prabhuraj,5.6
,,,,Prabu Solomon,9.1
,,,,Pradeep C. Shetty,3.2
,,,,Pradeep Kumawat,5.0
,,,,Pradeep Maini,5.0
,,,,Pradeep Sarkar,6.14
,,,,Pradip Krishen,7.2
,,,,Praful D.S. Tiwari,3.6
,,,,Praful Tiwari,4.0
,,,,Prajact Rebeloma,7.3
,,,,Prakash Arora,8.0
,,,,Prakash Jha,6.661538461538461
,,,,Prakash Kovelamudi,5.9
,,,,Prakash Nambiar,5.7
,,,,Prakash Saini,3.8
,,,,Prakash Satam,6.1
,,,,Pramod Chakravorty,6.413333333333333
,,,,Pramod Mandloi,1.7
,,,,Pramod Pathak,8.7
,,,,Pranav Singh,5.7
,,,,Prashamit Chaudhury,6.4
,,,,Prashant Bhargava,6.2
,,,,Prashant Chadha,3.25
,,,,Prashant Gore,5.5
,,,,Prashant Johari,8.2
,,,,Prashant Nair,6.933333333333334
,,,,Prashant Nanda,7.199999999999999
,,,,Prashant Passy Pilley,6.4
,,,,Prashant Singh,4.4
,,,,Prashant Singh Rathore,5.7
,,,,Pratap Singh,4.5
,,,,Prateek Vats,7.4
,,,,Prathap Pothen,6.75
,,,,Pratik Mittal,8.4
,,,,Praveen Damle,7.3
,,,,Praveen Kumar,5.7
,,,,Praveen Morchhale,6.1
,,,,Praveenkanth,6.1
,,,,Pravesh Bhardwaj,4.2
,,,,Prawaal Raman,5.5600000000000005
,,,,Prem,7.3
,,,,Prem Kapoor,6.5
,,,,Prem Lalwani,4.05
,,,,Prem Narayan Arora,5.949999999999999
,,,,Prem Soni,3.7
,,,,Premankur Atorthy,6.2
,,,,Premraaj,6.3
,,,,Prerna Wadhawan,4.1
,,,,Prince,6.0
,,,,Prithvi Konanur,8.0
,,,,Pritish Chakraborty,6.1
,,,,Priya Krishnaswamy,7.3
,,,,Priyadarshan,6.296551724137931
,,,,Priyanka,6.8
,,,,Priyanka Singh,7.3
,,,,Prosit Roy,6.6
,,,,Puja Bedi,2.3
,,,,Pulkit,5.1
,,,,Punarvasu Naik,6.9
,,,,Puneet Khanna,5.7
,,,,Puneet Sira,5.0
,,,,Punit Malhotra,4.233333333333333
,,,,Puri Jagannadh,5.3
,,,,Pushan Kripalani,7.3
,,,,Pushkar Mahabal,7.5
,,,,Pushkar Manohar,5.7
,,,,Pushpdeep Bhardwaj,6.0
,,,,Pushpendra Nath Misra,5.5
,,,,Pushpendra Singh,6.800000000000001
,,,,Qasim Khallow,7.0
,,,,Qaushiq Mukherjee,4.95
,,,,R. Balki,6.9
,,,,R. Bhattacharya,4.8
,,,,R. Krishnamurthy,6.6
,,,,R. Krishnan,6.416666666666667
,,,,R. Madhesh,5.1
,,,,R. Mittal,4.975
,,,,R. Sundarajan,4.4
,,,,R. Thyagaraajan,5.683333333333334
,,,,R.C. Talwar,6.75
,,,,R.K. Nayyar,6.25
,,,,R.K. Selvamani,5.35
,,,,R.N.R. Manohar,6.0
,,,,R.P. Swamy,4.0
,,,,R.S. Choudhury,2.7
,,,,R.S. Prasanna,6.9
,,,,R.k. Sharma,3.3
,,,,Raaghav Dar,5.3
,,,,Raaj Shaandilyaa,7.0
,,,,Raajeev Walia,1.8
,,,,Raam Shetty,4.633333333333333
,,,,Rabi Kinagi,5.7
,,,,Rabindra Dharmaraj,6.8
,,,,Rackhee Sandilya,6.9
,,,,Radha Krishna Jagarlamudi,6.366666666666667
,,,,Radhakant,6.457142857142857
,,,,Radheshyam Pipalwa,6.4
,,,,Radhika Rao,5.166666666666667
,,,,Radhu Karmakar,7.4
,,,,Rafeeq Ellias,5.3
,,,,Raghav Jairath,9.3
,,,,Raghav Murali,5.7
,,,,Raghubeer Singh,6.8
,,,,Raghunath Jhalani,6.4
,,,,Raghuram,6.3
,,,,Raghuvir Kul,5.3
,,,,Rahat Kazmi,5.66
,,,,Rahi Anil Barve,8.3
,,,,Rahul Bhole,8.4
,,,,Rahul Dahiya,8.3
,,,,Rahul Kumar Shukla,5.0
,,,,Rahul Mallick,9.3
,,,,Rahul Rajan,7.3
,,,,Rahul Shanklya,7.1
,,,,Raj Amit Kumar,5.1
,,,,Raj Kanwar,5.053846153846154
,,,,Raj Kaushal,5.2
,,,,Raj Khosla,6.550000000000001
,,,,Raj Kumar Bedi,6.6
,,,,Raj Kumar Gupta,6.5200000000000005
,,,,Raj Madiraju,5.9
,,,,Raj Mehta,6.9
,,,,Raj N. Sippy,5.111764705882353
,,,,Raj Pendurkar,4.6
,,,,Raj Purohit,5.6
,,,,Raj Rishi,6.199999999999999
,,,,Raj Shetty,5.2
,,,,Raj Tilak,6.65
,,,,Raja Bundela,4.95
,,,,Raja Chanda,5.3
,,,,Raja Krishna,6.0
,,,,Raja Menon,6.833333333333333
,,,,Raja Nawathe,6.716666666666666
,,,,Raja Nene,7.9
,,,,Raja Sen,4.9
,,,,Raja Unnithan,6.0
,,,,Rajan Johri,6.3
,,,,Rajan Khosa,6.949999999999999
,,,,Rajan Kumar Patel,5.5
,,,,Rajan Thakur,5.2
,,,,Rajasekar,7.199999999999999
,,,,Rajashekhar,5.9
,,,,Rajat Kumar Chaturvedi,8.7
,,,,Rajat Mukherjee,4.966666666666666
,,,,Rajat Rakshit,5.54
,,,,Rajatesh Nayyar,5.8
,,,,Rajeev Bhatia,5.8
,,,,Rajeev Chaudhari,2.8
,,,,Rajeev Jhaveri,5.300000000000001
,,,,Rajeev Kumar,5.0200000000000005
,,,,Rajeev Virani,4.5
,,,,Rajendra Bhatia,7.35
,,,,Rajendra Prasad V.B.,5.1
,,,,Rajendra Singh 'Atish',7.2
,,,,Rajesh Bachchani,6.3
,,,,Rajesh Bajaj,1.9
,,,,Rajesh Bhatt,5.1
,,,,Rajesh Butalia,4.9
,,,,Rajesh Ganguly,6.7
,,,,Rajesh Hans,7.0
,,,,Rajesh Krishnan,7.6
,,,,Rajesh Kumar Singh,3.2
,,,,Rajesh Mapuskar,6.4
,,,,Rajesh Nanda,4.9
,,,,Rajesh Pandey,2.7
,,,,Rajesh Pillai,6.7
,,,,Rajesh Ram Singh,4.575
,,,,Rajesh Ranshinge,4.2
,,,,Rajesh Seth,4.6
,,,,Rajesh Shera,6.6
,,,,Rajesh Vakil,6.3
,,,,Rajesh. K.,6.5
,,,,Rajiev Dhingra,7.3
,,,,Rajinder Singh Bedi,7.199999999999999
,,,,Rajiv Babbar,5.0
,,,,Rajiv Chilaka,5.9
,,,,Rajiv Dhingra,4.4
,,,,Rajiv Goswami,3.6
,,,,Rajiv Mehra,6.0
,,,,Rajiv Rai,6.116666666666667
,,,,Rajiv S. Ruia,4.1000000000000005
,,,,Rajkumar Bhan,5.9
,,,,Rajkumar Hirani,8.059999999999999
,,,,Rajkumar Kohli,5.02
,,,,Rajkumar R. Pandey,5.15
,,,,Rajkumar Santoshi,6.771428571428571
,,,,Rajnath,5.8
,,,,Rajni Basumatary,8.0
,,,,Rajnish Thakur,3.4
,,,,Rajsekhar,5.0
,,,,Rajshree Ojha,5.0
,,,,Raju Chouhan,3.1
,,,,Raju Desai,6.0
,,,,Raju Eswaran,7.3
,,,,Raju Khan,3.6
,,,,Raju Saigal,5.0
,,,,Raju Subramaniam,4.0
,,,,Raka,5.9
,,,,Rakesh Chaturvedi Om,5.550000000000001
,,,,Rakesh Kakaria,5.2
,,,,Rakesh Kudalkar,7.0
,,,,Rakesh Kumar,5.9
,,,,Rakesh Mehta,5.3
,,,,Rakesh Nahata,4.0
,,,,Rakesh Parmaar,6.699999999999999
,,,,Rakesh Prasad,7.2
,,,,Rakesh Ranjan Kumar,3.5
,,,,Rakesh Sawant,6.15
,,,,Rakeysh Omprakash Mehra,6.483333333333333
,,,,Rakhan,6.5
,,,,Ram Daryani,5.7
,,,,Ram Dayal,6.6
,,,,Ram Govind,5.5
,,,,Ram Kamal Mukherjee,6.5
,,,,Ram Kamlani,5.9
,,,,Ram Madhvani,7.6
,,,,Ram Maheshwari,6.5
,,,,Ram Mukherjee,6.699999999999999
,,,,Ram Pahwa,2.8
,,,,Ram Ramesh Sharma,7.1
,,,,Rama Rao Tatineni,5.360869565217391
,,,,Raman B. Desai,6.0
,,,,Raman Kumar,4.75
,,,,Ramana,3.8000000000000003
,,,,Ramanand Sagar,6.74
,,,,Ramanarayanan,3.8
,,,,Ramanlal Desai,4.8
,,,,Ramanna,4.5
,,,,Ramanna T.R.,4.8
,,,,Ramchandra P.N.,7.2
,,,,Ramchandra Thakur,5.4
,,,,Ramesh Ahuja,4.9
,,,,Ramesh Behl,5.8
,,,,Ramesh Modi,5.0
,,,,Ramesh Saigal,7.183333333333334
,,,,Ramesh Sippy,6.27
,,,,Ramesh Talwar,6.483333333333333
,,,,Ramesh U. Lakhiani,2.95
,,,,Ramin Bahrani,7.1
,,,,Ramkishan Choyal,8.8
,,,,Ramkumar Bohra,6.0
,,,,Ramkumar Pawadia,5.8
,,,,Ramkumar Shedge,8.0
,,,,Ramu Kariat,7.7
,,,,Randeep Jha,7.1
,,,,Ranjan Bose,4.6
,,,,Ranjan Chandel,7.2
,,,,Ranjan Shandilya,6.5
,,,,Ranjeet,5.1
,,,,Ranjeet Gupta,4.9
,,,,Ranjit Tewari,6.2
,,,,Ranveer Pratap Singh,6.1
,,,,Rao C.S.R.,4.4
,,,,Rasool Ellore,5.6
,,,,Ratnaa Sinha,7.6
,,,,Ravi Dewan,5.3
,,,,Ravi Godse,7.7
,,,,Ravi Jadhav,4.9
,,,,Ravi K. Chandran,3.5
,,,,Ravi Kapoor,7.3
,,,,Ravi Kumar,7.2
,,,,Ravi Raja,5.4
,,,,Ravi Raja Pinisetty,5.720000000000001
,,,,Ravi Sharma Shankar,3.6
,,,,Ravi Sinha,4.8
,,,,Ravi Udyawar,7.3
,,,,Ravi Varma,5.8
,,,,Ravichandran,5.2
,,,,Ravikant Nagaich,6.0
,,,,Ravinddra Khare,6.033333333333334
,,,,Ravinder Ravi,2.4
,,,,Ravindra Arora,4.3
,,,,Ravindra Dave,6.566666666666666
,,,,Ravindra Gautam,6.0
,,,,Ravindra Peepat,5.566666666666666
,,,,Ravindra Singh,5.4
,,,,Reema Kagti,6.866666666666667
,,,,Reema Rakesh Nath,5.3
,,,,Rehman Naushad,5.3
,,,,Remo D'Souza,4.133333333333334
,,,,Remy Kohli,6.6
,,,,Renju Ramesh,5.5
,,,,Renuka Shahane,6.1
,,,,Renzil D'Silva,5.7
,,,,Ribhu Dasgupta,5.666666666666667
,,,,Richard Attenborough,8.0
,,,,Richie Mehta,7.3
,,,,Rikhil Bahadur,5.9
,,,,Rima Das,6.8
,,,,Rishi Prakash Mishra,5.8
,,,,Ritam Srivastav,7.3
,,,,Ritesh Batra,7.35
,,,,Ritesh Menon,7.033333333333334
,,,,Ritesh s Kumar,5.8
,,,,Rituparno Ghosh,7.05
,,,,Riyad Vinci Wadia,6.4
,,,,Robbie Grewal,6.833333333333333
,,,,Robert Lieberman,5.7
,,,,Robin Khosla,6.7
,,,,Rohan Sippy,6.0
,,,,Rohena Gera,7.7
,,,,Rohit Arora,8.7
,,,,Rohit Dhawan,5.4
,,,,Rohit Dwivedi,8.1
,,,,Rohit Jugraj,5.15
,,,,Rohit Kaushik,5.8
,,,,Rohit Manash,4.4
,,,,Rohit Mittal,6.25
,,,,Rohit Philip,7.1
,,,,Rohit Shetty,5.730769230769231
,,,,Rohit Vaid,7.7
,,,,Roland Joffé,4.6
,,,,Romesh Sharma,6.15
,,,,Romilla Mukherjee,6.2
,,,,Roop K. Shorey,6.6
,,,,Rosauro Adorable,5.5
,,,,Roshan Abbas,4.0
,,,,Roshan Taneja,5.4
,,,,Ruchi Narain,5.7
,,,,Ruchika Oberoi,6.7
,,,,Rudra Patla Venugopal,3.6
,,,,Rumi Jaffery,4.35
,,,,Rupesh Paul,6.7
,,,,S Krishna,6.4
,,,,S. Bannerjee,6.8
,,,,S. Deepak,4.7
,,,,S. Gawli,4.0
,,,,S. Karnam,4.1
,,,,S. Khalil,7.3
,,,,S. Kumar,4.9
,,,,S. Manasvi,5.3
,,,,S. Narayan,8.5
,,,,S. Ram Sharma,7.9
,,,,S. Shankar,7.166666666666667
,,,,S. Soni,4.2
,,,,S. Sukhdev,6.9
,,,,S. Sunil,9.0
,,,,S. Waris Ali,4.5
,,,,S.A. Akbar,6.166666666666667
,,,,S.A. Kader,5.7
,,,,S.D. Narang,4.2
,,,,S.J. Suryah,5.9
,,,,S.K. Kapur,3.4
,,,,S.K. Ojha,6.7
,,,,S.K. Prabhakar,6.7
,,,,S.K. Subash,4.25
,,,,S.M. Abbas,5.55
,,,,S.M. Sagar,5.575
,,,,S.N. Tripathi,6.666666666666667
,,,,S.P. Balasubrahmanyam,8.4
,,,,S.P. Muneshwar,4.8
,,,,S.P. Muthuraman,6.2700000000000005
,,,,S.R. Pratap,4.1
,,,,S.R. Puttana Kanagal,7.1
,,,,S.S. Balan,6.85
,,,,S.S. Dharwadkar,7.5
,,,,S.S. Ravichandra,5.2
,,,,S.U. Syed,3.3499999999999996
,,,,S.V. Rajendra Singh Babu,6.699999999999999
,,,,Saabir,5.0
,,,,Saad Khan,7.5
,,,,Saandesh Nayak,4.4
,,,,Saawan Kumar Tak,5.0249999999999995
,,,,Sabal Singh Shekhawat,6.2
,,,,Sabir,4.2
,,,,Sabir Khan,4.425
,,,,Sabyasachi Mohapatra,7.9
,,,,Sachin Agarwal,5.8
,,,,Sachin Bajaj,3.3
,,,,Sachin Gupta,5.75
,,,,Sachin Kamlakar Khot,3.7
,,,,Sachin Kundalkar,4.4
,,,,Sachin P. Karande,6.366666666666667
,,,,Sachin Yardi,5.6000000000000005
,,,,Sachindra Sharma,1.6
,,,,Sadaqat Hussein,3.9
,,,,Sadashiv J. Row Kavi,5.4
,,,,Sadhu Meher,5.9
,,,,Saeed Akhtar Mirza,6.75
,,,,Safdar Rahman,6.5
,,,,Sagar Ballary,5.575
,,,,Sagar Pathak,8.3
,,,,Sagar Sarhadi,6.85
,,,,Sahil Sangha,5.8
,,,,Sai Kabir,4.5
,,,,Sai Paranjape,7.3
,,,,Saif Ali Sayeed,10.0
,,,,Saif Baidya,7.5
,,,,Saif Hyder Hasan,5.6
,,,,Sajeev Balath,7.5
,,,,Sajid,4.75
,,,,Sajid Ali,7.8
,,,,Sajid Khan,4.0600000000000005
,,,,Sajid Nadiadwala,5.3
,,,,Sajit Warrier,4.4
,,,,Saket Chaudhary,6.733333333333333
,,,,Saket S. Behl,7.1
,,,,Sakthi Chidambaram,2.7
,,,,Salar Shaikh,2.5
,,,,Salim Raza,2.7
,,,,Salim Suma,5.5
,,,,Samar Chatterjee,5.9
,,,,Samar Iqbal,5.5
,,,,Samar Khan,5.35
,,,,Sameer Hanchate,7.2
,,,,Sameer Joshi,6.3
,,,,Sameer Khan,4.05
,,,,Sameer Malkan,5.62
,,,,Sameer Patil,5.6
,,,,Sameer Sharma,6.6
,,,,Sameer Sippy,4.0
,,,,Sameer Thahir,7.7
,,,,Sami Khan,7.5
,,,,Samir Ganguly,6.45
,,,,Samir Joshi,6.2
,,,,Samir Karnik,5.033333333333333
,,,,Samir Tewari,3.6
,,,,Samit Basu,5.5
,,,,Samit Kakkad,5.4
,,,,Sammir i Patel,5.8
,,,,Samudra V.,3.9
,,,,Sanal Kumar Sasidharan,7.0
,,,,Sanamjit Singh Talwar,5.2
,,,,Sandeep A. Varma,7.2
,,,,Sandeep Bhatt,3.2
,,,,Sandeep Chatterjee,3.3
,,,,Sandeep Kumar,3.4
,,,,Sandeep Kumar Chandola,7.0
,,,,Sandeep Mishra,7.2
,,,,Sandeep Mohan,8.15
,,,,Sandeep Pandey,6.8
,,,,Sandeep Reddy Vanga,7.1
,,,,Sandip Ray,7.8999999999999995
,,,,Sangeeth Sivan,4.428571428571429
,,,,Sanghamitra Chaudhuri,6.5
,,,,Sanjay Amar,5.85
,,,,Sanjay Chhel,4.166666666666667
,,,,Sanjay D. Singh,6.1
,,,,Sanjay Dayma,6.7
,,,,Sanjay F. Gupta,5.5
,,,,Sanjay Gadhvi,5.328571428571428
,,,,Sanjay Jadhav,5.9
,,,,Sanjay Jha,6.2
,,,,Sanjay Khandelwal,5.949999999999999
,,,,Sanjay Leela Bhansali,7.122222222222222
,,,,Sanjay M. Khanduri,5.75
,,,,Sanjay Niranjan,6.3
,,,,Sanjay Patel,7.3
,,,,Sanjay Puran Singh Chauhan,7.550000000000001
,,,,Sanjay Srinivas,2.9
,,,,Sanjay Talreja,6.3
,,,,Sanjay Tripathy,7.3
,,,,Sanjay Zaveri,3.1
,,,,Sanjeev Gupta,6.0
,,,,Sanjeev Kumar Rajput,6.7
,,,,Sanjeev Reddy,6.1
,,,,Sanjeev Sharma,5.7
,,,,Sanjeev Vedwan,6.6
,,,,Sanjib Dey,6.5
,,,,Sanjiv Jaiswal,4.3
,,,,Sanjivan Lal,7.3
,,,,Sanjoy,4.8
,,,,Sanjoy Nag,6.550000000000001
,,,,Sanju K. Gupta,3.9
,,,,Sankalp Reddy,7.6
,,,,Sanoj Mishra,5.6
,,,,Santanu Bhowmick,6.7
,,,,Santosh Kashyap,7.6
,,,,Santosh Sivan,7.08
,,,,Santram Varma,5.2
,,,,Sapna Bhavnani,9.3
,,,,Saran,6.6
,,,,Sarankant,5.8
,,,,Sardar Talukdar,4.7
,,,,Sareesh Sudhakaran,6.4
,,,,Sarita Khurana,6.9
,,,,Sarmad Khan,4.5
,,,,Sartaj Singh Pannu,6.4
,,,,Sarthak Dasgupta,6.25
,,,,Sarvottam Badami,6.4
,,,,Sasikumar,6.4
,,,,Sathish,4.8
,,,,Sathya Prabhas Pinisetty,6.6
,,,,Sathyan Anthikad,7.6
,,,,Satish Kasetty,6.8
,,,,Satish Nigam,6.6
,,,,Satish Rajwade,5.7
,,,,Satpal,6.4
,,,,Sattwik Mohanty,7.3
,,,,Satyajit Bhatkal,6.3
,,,,Satyajit Ray,7.449999999999999
,,,,Satyen Bose,6.7823529411764705
,,,,Saumyy Shivhare,8.3
,,,,Saurab Narang,5.0
,,,,Saurabh Gulab Rao,8.5
,,,,Saurabh Kabra,4.2
,,,,Saurabh Shukla,5.3
,,,,Saurabh Varma,5.85
,,,,Savin Tuscano,5.4
,,,,Seema Bhargava,7.6
,,,,Seema Desai,6.0
,,,,Seema Kapoor,5.25
,,,,Sekhar Suri,6.8
,,,,Selva,3.6
,,,,Seshu Kmr,6.6
,,,,Shaad Ali,5.6000000000000005
,,,,Shadaab Mirza,5.1
,,,,Shadab Ahmad,9.0
,,,,Shafi Inamdar,6.3
,,,,Shahab Shamsi,4.7
,,,,Shahid Kazmi,6.75
,,,,Shaik Khaja Hussain,6.1
,,,,Shailendra Pandey,5.3
,,,,Shailendra Shukla,6.6
,,,,Shailendra Singh,6.5
,,,,Shailendra Singh Rajput,6.1
,,,,Shailesh Verma,4.7
,,,,Shaji N. Karun,5.1
,,,,Shakeel Noorani,4.35
,,,,Shakir Khan,6.8
,,,,Shakirul Alam,7.5
,,,,Shakti,8.2
,,,,Shakti Samanta,6.606060606060606
,,,,Shakun Batra,5.833333333333333
,,,,Shalini Harshwal,8.5
,,,,Shamin Desai,3.7
,,,,Shammi,6.1
,,,,Shammi Chhabra,5.1
,,,,Shamshad Pathan,3.9
,,,,Shankar Addi Mehra,7.5
,,,,Shankar Mukherjee,6.957142857142857
,,,,Shankar Vikram,5.6
,,,,Shankaraiya,5.1
,,,,Shanker Raman,6.5
,,,,Shankhadeep,3.7
,,,,Shantanu Anant Tambe,3.5
,,,,Shantilal Soni,6.625
,,,,Sharad Chaudhary,4.6
,,,,Sharad Sharan,5.0
,,,,Sharadsingh Thakur,6.3
,,,,Sharan Sharma,5.3
,,,,Sharankumar Chand,6.4
,,,,Sharat Katariya,6.975
,,,,Shareeph Mansuri Saranawala,3.2
,,,,Sharique Minhaj,6.8
,,,,Shashank Khaitan,5.533333333333334
,,,,Shashant Shah,6.633333333333333
,,,,Shashi Ranjan,3.3
,,,,Shashi Sudigala,6.1
,,,,Shashilal K. Nair,5.314285714285715
,,,,Shaukat Hussain Rizvi,6.2
,,,,Shawn Arranha,3.4000000000000004
,,,,Sheershak Anand,4.15
,,,,Shefali Bhushan,6.2
,,,,Shekhar S. Jha,6.75
,,,,Shekhar Sirrinn,5.3
,,,,Shekhar Ujjaninwal,2.8
,,,,Shekkhar Suri,6.8
,,,,Shelly Chopra Dhar,5.5
,,,,Shibu Mitra,5.375
,,,,Shiladitya Moulik,6.5
,,,,Shilpa Ranade,7.0
,,,,Shilpi Dasgupta,4.0
,,,,Shimit Amin,7.833333333333333
,,,,Shirish Kunder,4.433333333333333
,,,,Shiv Hare,8.2
,,,,Shiv Sahni,6.5
,,,,Shiva,4.8
,,,,Shiva Shakti Datta,4.3
,,,,Shivajee Chandrabhushan,6.949999999999999
,,,,Shivaji Lotan Patil,5.8
,,,,Shivakumar,5.5
,,,,Shivam Nair,6.4
,,,,Shivam Tiwari,6.1
,,,,Shivendra Singh Dungarpur,7.8
,,,,Shivram Yadav,4.366666666666666
,,,,Shlok Sharma,6.050000000000001
,,,,Shoib Nikash Shah,7.1
,,,,Shomu Mukherjee,5.15
,,,,Shona Urvashi,5.4
,,,,Shonali Bose,7.366666666666667
,,,,Shoojit Sircar,7.383333333333333
,,,,Shrabani Deodhar,4.1
,,,,Shravankumar Tiwari,5.3
,,,,Shree Narayan Singh,6.133333333333333
,,,,Shrey Srivastava,3.75
,,,,Shrikant Sharma,4.4
,,,,Shripal Morakhia,4.3
,,,,Shriram,5.3
,,,,Shubham Singh,5.5
,,,,Shubhashish Bhutiani,7.1
,,,,Shuja Ali,5.1
,,,,Shujaat Saudagar,5.0
,,,,Shukla Barnali Ray,4.3
,,,,Shyam Benegal,7.25
,,,,Shyam Madiraju,7.7
,,,,Shyam Ralhan,5.35
,,,,Shyam Ramsay,5.4350000000000005
,,,,Shyamal K. Mishra,5.8
,,,,Sibte Hassan Rizvi,5.7
,,,,Siddharth Anand,5.966666666666666
,,,,Siddharth Anand Kumar,6.3
,,,,Siddharth Malhotra,6.55
,,,,Siddique,4.7
,,,,Sidharth Srinivasan,6.05
,,,,Sikander Bharti,4.525
,,,,Singeetam Srinivasa Rao,6.6
,,,,Sisir Misra,5.45
,,,,Sisir. P. Mishra,4.7
,,,,Siva,5.4
,,,,Smeep Kang,4.25
,,,,Sneha Taurani,6.0
,,,,Snehashish Mondal,8.9
,,,,Sohail Tatari,6.033333333333334
,,,,Soham Shah,4.699999999999999
,,,,Sohan Roy,3.3
,,,,Sohanlal Kanwar,6.433333333333334
,,,,Sonam Nair,5.6
,,,,Sooni Taraporevala,7.6
,,,,Soumendra Padhi,7.6
,,,,Soumik Sen,5.466666666666666
,,,,Soumitra Ranade,5.65
,,,,Sourabh Bali,5.9
,,,,Sourabh Shrivastav,5.4
,,,,Sourabh Shrivastava,5.825
,,,,Sreenu Vaitla,5.4
,,,,Sridhar Allani,6.9
,,,,Sridhar Rangayan,6.55
,,,,Sridhar Reddy,4.5
,,,,Srijit Mukherji,6.699999999999999
,,,,Srikanth Velagaleti,6.0
,,,,Srinivas Bhashyam,4.9
,,,,Srinivas Sunderrajan,5.7
,,,,Srinivasa Rao Jonnalagadda,4.5
,,,,Sriparna Dey,6.1
,,,,Sriram Raghavan,7.220000000000001
,,,,Sriram Raja,9.7
,,,,Sriramulu Naidu S.M.,7.2
,,,,Stanley D'Costa,1.8
,,,,Stanley Joseph,7.4
,,,,Steven Spielberg,6.4
,,,,Subhankar Ghosh,8.0
,,,,Subhash Agrawal,7.7
,,,,Subhash Ghai,6.221052631578948
,,,,Subhash Kapoor,6.3999999999999995
,,,,Subhash Mukherjee,6.7
,,,,Subhash Sehgal,4.449999999999999
,,,,Subhash Sharma,5.9
,,,,Subhash Sonik,4.7
,,,,Subodh Mukherji,6.7125
,,,,Subodh Nagdeve,7.9
,,,,Subroto Paul,3.9
,,,,Sudarshan Nag,4.3
,,,,Sudeep Ranjan Sarkar,5.5
,,,,Sudesh Issar,6.5
,,,,Sudha Kongara,8.35
,,,,Sudhanshu Saria,5.8
,,,,Sudhanshu Sharma,8.0
,,,,Sudharshan Lal,2.9
,,,,Sudhendu Roy,6.8999999999999995
,,,,Sudhir Mishra,6.6499999999999995
,,,,Sudhir Pillai,2.4
,,,,Sudhir R. Nair,4.8
,,,,Sudhish Kumar Sharma,5.550000000000001
,,,,Sudip Bandyopadhyay,6.3
,,,,Sudipto Chattopadhyay,4.95
,,,,Sudipto Sen,5.2
